what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511581417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511582936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511584919
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511722664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511734906
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356511740857
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356511742555
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356511807462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511931827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511933535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511936218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511942419
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511948496
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511948562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511951057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511952442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511953373
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511957938
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511993386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511994215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356511994986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356512037324
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512105215
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512114691
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512118830
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512124661
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512126769
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512133843
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512135274
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512162928
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512183392
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512282425
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512342335
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512344557
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512348496
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512350536
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356512352728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356514164338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516080693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1356516089450
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516130123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516133033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516160889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516161622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516162355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516166688
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516209159
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516228974
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1356516354196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516356128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516357061
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356516361610
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1356516379830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516383696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516388527
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516392039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516393757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516397173
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356516398240
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356516403701
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1356516413378
