what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356519167672
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356519168511
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356519169971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356519174888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356519184755
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356531416554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356531427714
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356531787032
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356531816351
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356531818714
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356531821522
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356531857774
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356531963802
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356531967617
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356531969046
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356531970920
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356532136101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356532172877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356532175864
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356532180527
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356532184581
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356532243053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356532245417
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356532255992
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356532262673
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356532264241
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356532270911
