what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356483445328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356483445839
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356483446367
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1356483446512
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356483447511
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356484355695
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356484358683
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356484614109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356484616884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356485014286
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356485045765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356485075906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356485452112
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356485583231
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356485585360
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356485919723
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356485939451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356485942724
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356486007776
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356486012350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486024584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486024775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486033485
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486033573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486131704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486131823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486256534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486256603
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356486262925
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356486265347
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1356486451351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486514008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486514128
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486620506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486620632
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356486620667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1356486624296
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1356486706825
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1356486710987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486714538
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356486725644
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1356486725656
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356486729875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1356486969298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356487132546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356487132585
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356487137876
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356487137962
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356487142044
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356487146620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356487157699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356487157809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1356487849915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356487852537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1356487858497
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1356487859075
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1356487860695
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1356487875428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1356487875608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1356487875888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1356487876150
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1356487876395
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356487881192
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356488082514
