what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356479009078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356479460934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356479461073
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356480112460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356480112535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356480112600
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356480114761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356480115806
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356480128978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356480133785
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356480133859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356480619640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356480648951
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1356480827345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356480835424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356480882193
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356481790769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356481862023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356481864956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356481866213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356481905273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356481950559
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356481952584
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1356481952652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1356482036417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482039420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1356482050033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482052283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482052779
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482052805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482052840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482052875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482052902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482052935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482052969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482052999
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053037
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053161
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053258
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053290
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053413
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053514
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356482053543
