what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1356374255315
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356374255361
activated,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1356374259836
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1356374263410
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356374266770
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1356374270905
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavadocView",1356374291613
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavadocView",1356374291642
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.SourceView",1356374293200
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.SourceView",1356374293214
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356374297108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374327022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374455376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374456329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374493011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374493947
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374501394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374510809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374516083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374818455
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374843114
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1356374844234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1356374845449
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1356374847435
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374848994
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1356374849974
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1356374849991
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1356374850012
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1356374850026
started,bundle,org.eclipse.jst.j2ee,1.1.501.v201108231845,"org.eclipse.jst.j2ee",1356374850064
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1356374850385
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1356374850616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374851570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1356374851645
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374855684
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374859165
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1356374880434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374901300
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1356374901334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356374911664
